lower_bound,upper_bound,window_id,group_idx
79434,79558,0,9
81504,81628,1,0
84042,84166,2,0
86735,86859,3,0
88448,88572,4,0
90726,90850,5,0
292426,292550,6,0
293549,293673,7,0
294089,294213,8,0
295805,295929,9,0
297454,297578,10,0
302198,302322,11,0
409825,409949,12,0
412013,412137,13,0
415563,415687,14,0
415988,416112,15,0
416186,416310,16,0
419799,419923,17,0
421530,421654,18,0
421717,421841,19,0
421937,422061,20,0
422165,422289,21,0
422471,422595,22,0
423072,423279,23,0
423438,423562,24,0
424039,424163,25,123
425782,425906,26,0
426163,426287,27,0
426922,427046,28,0
427390,427560,29,0
428196,428320,30,0
428341,428465,31,0
428829,428953,32,0
429599,429723,33,0
431388,431512,34,61
432223,432347,35,27
432416,432683,36,0
434650,434774,37,0
436146,436270,38,0
436488,436612,39,0
667435,667559,40,0
669801,669925,41,3
670748,670872,42,9
671686,671810,43,0
674253,674377,44,1
674934,675058,45,0
675069,675193,46,3
675305,675429,47,1
676098,676222,48,0
676397,676521,49,0
678718,678842,50,0
678994,679118,51,124
809570,809694,52,0
811669,811793,53,0
814030,814154,54,0
817584,817708,55,0
1068203,1068327,56,0
1600510,1600634,57,0
1606518,1606696,58,0
1614775,1614899,59,0
1900971,1901095,60,0
1902087,1902211,61,0
1925574,1925698,62,0
1942918,1943042,63,0
1945836,1945960,64,0
1946517,1946641,65,0
1946894,1947018,66,0
1948758,1948882,67,0
2025036,2025231,68,62
2025417,2025541,69,62
2026316,2026440,70,125
2026473,2026597,71,62
2026653,2026777,72,125
2027111,2027235,73,0
2027726,2027850,74,0
2028034,2028158,75,0
2032990,2033114,76,9
3478899,3479023,77,0
3488949,3489073,78,0
4171872,4171996,79,0
4175941,4176065,80,0
4177359,4177483,81,0
6169974,6170098,82,0
6170994,6171118,83,0
6175006,6175130,84,0
6179601,6179725,85,0
9294117,9294241,86,126
9294575,9294699,87,127
9295132,9295256,88,128
9295434,9295558,89,129
9295607,9295731,90,130
9295955,9296079,91,131
9296112,9296236,92,132
9296462,9296586,93,133
9296892,9297016,94,134
9297044,9297168,95,135
9297442,9297566,96,136
9297927,9298051,97,137
9298148,9298272,98,138
9298516,9298640,99,139
9298734,9298858,100,140
9299163,9299287,101,141
9299615,9299739,102,142
9299850,9299974,103,143
9300351,9300475,104,144
9300649,9300773,105,145
9301177,9301301,106,146
9301617,9301741,107,126
9302075,9302199,108,127
9302632,9302756,109,128
9302934,9303058,110,129
9303107,9303231,111,130
9303455,9303579,112,131
9303612,9303736,113,132
9303962,9304086,114,133
9304392,9304516,115,134
9304544,9304668,116,135
9304942,9305066,117,136
9305427,9305551,118,137
9305648,9305772,119,138
9306016,9306140,120,139
9306234,9306358,121,140
9306663,9306787,122,141
9307115,9307239,123,142
9307350,9307474,124,143
9307851,9307975,125,144
9308149,9308273,126,145
9308677,9308801,127,146
9632334,9632458,128,147
9632891,9633015,129,148
9633162,9633308,130,149
9633391,9633617,131,150
9633713,9633853,132,151
9634027,9634249,133,152
9634310,9634434,134,153
9634435,9634795,135,154
9635180,9635410,136,155
9635505,9635656,137,156
9635734,9636252,138,157
9636412,9636566,139,158
9636865,9637007,140,159
9637330,9637511,141,160
9637545,9637702,142,161
9637900,9638047,143,162
9638109,9638233,144,163
9638274,9638473,145,164
9638678,9638845,146,165
9639834,9639958,147,147
9640391,9640515,148,148
9640662,9640808,149,149
