lower_bound,upper_bound,window_id,group_idx
31,187,0,124
39955,40186,1,125
41085,41241,2,126
42962,43118,3,127
43309,43465,4,128
45189,45345,5,129
46568,46692,6,32
46828,46952,7,33
51269,51393,8,0
52532,52656,9,0
52868,52992,10,0
53768,53892,11,0
53982,54106,12,0
54177,54301,13,0
56582,56706,14,0
75557,75681,15,0
80248,80372,16,0
80830,80954,17,0
96013,96137,18,0
99397,99521,19,0
99724,99848,20,0
370018,370142,21,0
387068,387192,22,0
734026,734150,23,0
734353,734477,24,0
1513856,1513980,25,0
1641927,1642051,26,0
1875171,1875295,27,0
1977156,1977280,28,0
2806109,2806233,29,0
2827732,2827856,30,34
2910457,2910581,31,35
3024679,3024803,32,0
3287737,3287861,33,0
3294631,3294755,34,0
3452776,3452900,35,0
3457933,3458057,36,0
3458521,3458645,37,0
3459746,3459870,38,0
3956956,3957080,39,0
3961201,3961325,40,0
3962757,3962881,41,0
3966802,3966926,42,0
3968052,3968176,43,0
3970374,3970498,44,0
3971352,3971476,45,0
3972140,3972264,46,0
3972897,3973021,47,0
3973715,3973839,48,0
3974050,3974174,49,0
3974435,3974559,50,0
3974645,3974769,51,0
3975118,3975242,52,0
3975815,3975939,53,0
3976241,3976365,54,0
3976609,3976787,55,0
3978020,3978144,56,0
3978536,3978660,57,0
3978816,3978940,58,0
3979114,3979238,59,0
3979274,3979398,60,0
3980064,3980188,61,0
3980331,3980455,62,0
3980487,3980611,63,0
3980690,3980814,64,0
3981005,3981129,65,0
3981142,3981266,66,0
3981900,3982024,67,0
3982165,3982289,68,0
3982335,3982463,69,0
3982589,3983450,70,0
3983564,3984069,71,0
3984368,3984492,72,0
3984701,3984825,73,0
3984893,3985238,74,0
3985351,3985722,75,0
3985887,3986059,76,0
3986336,3986460,77,0
3986639,3986875,78,0
3987055,3987179,79,0
3987532,3987656,80,0
3987689,3987813,81,0
3987865,3988028,82,0
3988352,3988949,83,0
3988993,3989153,84,0
3989184,3989391,85,0
3989466,3989740,86,0
3989789,3989954,87,0
3990053,3990280,88,0
