lower_bound,upper_bound,window_id,group_idx
176605,176729,0,0
183538,183729,1,0
183839,183963,2,866
184145,184321,3,0
184476,184600,4,0
184695,184819,5,0
185337,185461,6,0
185918,186042,7,0
187816,187951,8,0
188052,188176,9,0
188243,188367,10,0
188555,188680,11,0
189017,189221,12,0
189275,189399,13,0
189614,189788,14,0
190093,190217,15,0
190372,190545,16,0
190956,191080,17,0
191326,191450,18,0
191646,191815,19,0
191870,191994,20,0
192242,192366,21,0
192507,193535,22,0
193579,193734,23,0
194442,194566,24,0
194606,194730,25,0
194780,194941,26,0
195164,195372,27,0
195433,195557,28,0
195650,195774,29,0
196051,196361,30,0
197049,197192,31,0
197259,197530,32,0
197819,197943,33,0
198148,198287,34,0
198304,198428,35,0
198778,198937,36,0
199068,199278,37,0
199455,199579,38,0
199766,199890,39,0
200501,200636,40,0
200854,200992,41,0
201097,201221,42,0
201356,201480,43,0
201838,202065,44,0
202276,202441,45,0
202985,203109,46,0
203361,203485,47,0
203804,203928,48,0
204161,204285,49,0
204780,204904,50,0
205275,205458,51,0
206339,206463,52,0
207183,207307,53,0
207614,207738,54,0
207855,207979,55,0
211302,211426,56,0
211551,211675,57,15
211704,211828,58,0
308367,308491,59,0
311602,311726,60,0
312017,312141,61,0
312803,312927,62,0
313746,313870,63,0
314869,314993,64,0
315474,315598,65,0
315779,316004,66,0
317166,317290,67,0
317883,318007,68,0
323502,323626,69,0
325520,325644,70,0
325784,325998,71,0
331228,331352,72,0
518205,518329,73,0
552279,552403,74,0
562721,562845,75,0
564712,564836,76,0
565417,565541,77,0
565699,565823,78,0
565925,566049,79,0
566203,566327,80,0
566567,566778,81,0
566872,566996,82,0
567263,567387,83,0
568425,568549,84,0
568809,568933,85,0
569107,569231,86,0
569491,569615,87,0
569661,569785,88,0
571159,571283,89,0
571675,571799,90,0
571957,572081,91,0
572283,572407,92,0
572749,572873,93,0
573176,573300,94,0
573659,573783,95,0
573978,574102,96,0
574596,574720,97,0
574880,575004,98,400
575757,575881,99,0
576166,576290,100,0
577014,577186,101,0
577318,577442,102,0
578178,578302,103,0
579078,579202,104,0
579448,579668,105,0
775246,775370,106,15
775481,775605,107,867
776306,776533,108,0
776650,776774,109,0
778654,778778,110,0
779205,779329,111,0
781248,781372,112,0
782009,782133,113,0
782737,782902,114,0
783210,783334,115,0
783944,784068,116,0
784165,784289,117,0
787445,787569,118,0
1367204,1367353,119,0
2357457,2357691,120,0
3317733,3317897,121,0
4368444,4368568,122,0
4368605,4368729,123,0
4405292,4405416,124,0
4405926,4406050,125,0
4406162,4406286,126,0
4406741,4406865,127,0
4408412,4408536,128,0
4410128,4410252,129,0
4411172,4411296,130,0
4414903,4415027,131,0
4598834,4598958,132,127
4622794,4622918,133,0
4624441,4624565,134,0
4626079,4626203,135,0
4626710,4626834,136,206
4630184,4630308,137,0
4630582,4630706,138,206
4631204,4631328,139,0
4631581,4631705,140,0
4634996,4635120,141,0
5400789,5400913,142,0
5593626,5593750,143,0
5621543,5621667,144,0
5718624,5718748,145,0
5732149,5732273,146,8
6147603,6147816,147,8
6295439,6296144,148,0
6296290,6296414,149,0
6296861,6296988,150,868
6326524,6326648,151,869
6337907,6338034,152,868
6338473,6338597,153,870
6339178,6339335,154,871
6339614,6339771,155,871
6339787,6339911,156,870
6340087,6340444,157,0
6394508,6394715,158,0
6397373,6397497,159,0
6402493,6402617,160,8
6463794,6463918,161,0
6464016,6464142,162,0
6683432,6683556,163,0
6688449,6688573,164,0
6703211,6703335,165,0
6731948,6732072,166,8
6800424,6800825,167,0
6809779,6809903,168,872
6864628,6864752,169,0
6922937,6923061,170,0
7016721,7016845,171,0
7016876,7017171,172,0
7041062,7041186,173,0
7134102,7134226,174,0
7203968,7204092,175,0
7216969,7217093,176,0
7226796,7226920,177,0
7296387,7296511,178,0
7336198,7336322,179,0
7356024,7356148,180,0
7452928,7453052,181,0
7496777,7496992,182,0
7509363,7509487,183,8
7513083,7513207,184,0
7549676,7549800,185,0
7557781,7557905,186,0
7586055,7586226,187,0
7604184,7604373,188,0
7623419,7623543,189,0
7687147,7687271,190,206
7687298,7687546,191,0
7702045,7702169,192,873
7751663,7751787,193,0
7781028,7781152,194,0
7818414,7818538,195,0
7834149,7834273,196,0
7843462,7843586,197,0
8087628,8087752,198,0
8091800,8091924,199,0
8150138,8150262,200,0
8157450,8157602,201,0
8171038,8171162,202,0
8198950,8199074,203,0
8262733,8262857,204,8
8285777,8285943,205,0
8301483,8301607,206,8
8319687,8319811,207,8
8320844,8320968,208,0
8369873,8369997,209,0
8370949,8371073,210,0
8435688,8435898,211,0
8472648,8472772,212,0
8537993,8538117,213,0
8583937,8584061,214,0
8720542,8720666,215,0
8750915,8751039,216,0
8752807,8752931,217,0
8752980,8753104,218,0
8798189,8798313,219,0
8798383,8798507,220,0
8819184,8819308,221,0
8826084,8826208,222,0
8861996,8862120,223,0
8891899,8892023,224,0
8899988,8900112,225,0
8902190,8902314,226,0
8918724,8918899,227,0
9001536,9001660,228,0
9001808,9001932,229,0
9013128,9013252,230,0
9033650,9033774,231,0
9187431,9187555,232,0
9227075,9227199,233,0
9230978,9231169,234,0
9340452,9340687,235,0
9343190,9343314,236,0
9343483,9343607,237,8
9398411,9398636,238,0
9485553,9485677,239,0
9533444,9533568,240,8
9561820,9561944,241,0
9601038,9601162,242,45
9926288,9926412,243,0
10221300,10221424,244,0
10275080,10275204,245,0
10290128,10290252,246,0
10631062,10631186,247,0
10631788,10631912,248,0
10632416,10632540,249,0
10632668,10632792,250,0
10636116,10636240,251,0
10636302,10636426,252,0
10637750,10637874,253,0
10638195,10638319,254,207
10639022,10639146,255,0
10639206,10639330,256,0
10639497,10639621,257,0
10639721,10639845,258,0
10639877,10640001,259,0
10640096,10640220,260,0
10640669,10640793,261,0
10640799,10640923,262,0
10641026,10641150,263,0
10641715,10641839,264,0
10642303,10642427,265,0
10642715,10642840,266,0
10645256,10645380,267,0
10651371,10651495,268,0
10697929,10698053,269,0
10728800,10728924,270,0
10860112,10860236,271,0
10875326,10875450,272,0
11027547,11027671,273,0
11093896,11094020,274,0
11241836,11241960,275,0
11245009,11245133,276,0
11548496,11548620,277,8
11663014,11663150,278,0
11683137,11683261,279,0
11684439,11684699,280,0
11684921,11685088,281,0
11689241,11689381,282,0
11689892,11690069,283,0
11690960,11691084,284,0
11864729,11864853,285,0
11947085,11947209,286,0
11981763,11981887,287,8
12013527,12013651,288,0
12014952,12015076,289,0
12020220,12020344,290,0
12021868,12021992,291,0
12064996,12065120,292,0
12104147,12104271,293,0
12153753,12153877,294,874
12170076,12170200,295,0
12188439,12188563,296,0
12188584,12188721,297,0
12220441,12220565,298,0
12228897,12229021,299,0
12247258,12247382,300,0
12272494,12272618,301,0
12290336,12290460,302,0
12290607,12290731,303,0
12293810,12293934,304,0
12293961,12294085,305,0
12294396,12294682,306,0
12295481,12295678,307,0
12296130,12296254,308,866
12296661,12296926,309,0
12297218,12297342,310,875
12297358,12297482,311,876
12297596,12297774,312,0
12298533,12298657,313,0
12298748,12298872,314,0
12298913,12299037,315,877
12299363,12299487,316,0
12299724,12299848,317,0
12300653,12300777,318,0
12301032,12301156,319,0
12302537,12302661,320,0
12303286,12303410,321,0
12304249,12304373,322,0
12304593,12304717,323,0
12304978,12305102,324,0
12305332,12305456,325,0
12305637,12305761,326,0
12307338,12307462,327,0
12307765,12307889,328,0
12308743,12308867,329,0
12311323,12311447,330,0
12311656,12311780,331,0
12312035,12312159,332,0
12313289,12313413,333,0
12313440,12313638,334,0
12369936,12370060,335,0
12393609,12393733,336,876
12408630,12408754,337,0
12430539,12430663,338,208
12484429,12484553,339,8
12584980,12585104,340,0
12589984,12590116,341,0
12633200,12633324,342,0
12658599,12658723,343,0
12719218,12719342,344,0
12730776,12731019,345,0
12731479,12731603,346,0
12748521,12748645,347,0
12810146,12810270,348,0
12820209,12820333,349,0
12825091,12825281,350,0
12861429,12861553,351,0
12885600,12885724,352,0
12886530,12886654,353,0
12896249,12896453,354,0
12912086,12912210,355,0
12912731,12912855,356,0
12914184,12914308,357,0
12918935,12919059,358,0
12921161,12921285,359,0
12921344,12921468,360,877
12922308,12922432,361,0
12923641,12923765,362,0
12924041,12924165,363,0
12925718,12925842,364,0
12944090,12944214,365,0
12959317,12959441,366,0
12964145,12964269,367,8
12988264,12988388,368,0
12994154,12994278,369,0
12994404,12994528,370,0
12995142,12995266,371,0
12997004,12997153,372,0
12997752,12997876,373,0
13000044,13000168,374,0
13000243,13000367,375,0
13000408,13000532,376,0
13000659,13000783,377,0
13002346,13002470,378,0
13002866,13002990,379,0
13003111,13003235,380,0
13004210,13004334,381,0
13004518,13004642,382,0
13004959,13005083,383,0
13005201,13005325,384,0
13005573,13005697,385,0
13005813,13005937,386,0
13006071,13006195,387,0
13006225,13006349,388,0
13008266,13008390,389,0
13008728,13008852,390,0
13009046,13009170,391,0
13034176,13034300,392,0
13034788,13034912,393,0
13036010,13036134,394,207
13036580,13036704,395,0
13037176,13037300,396,878
13038340,13038506,397,207
13040805,13040929,398,0
13041805,13042092,399,0
13042345,13042498,400,0
13045774,13045898,401,0
13046883,13047007,402,15
13047051,13047231,403,0
13047611,13047839,404,0
13047906,13048030,405,0
13048282,13048406,406,0
13048890,13049014,407,0
13049542,13049666,408,0
13049915,13050104,409,0
13052448,13052572,410,0
13053648,13053772,411,0
13054946,13055070,412,0
13056041,13056165,413,0
13056876,13057000,414,0
13057078,13057202,415,0
13078570,13078694,416,0
13138251,13138375,417,0
13206760,13206884,418,8
13230197,13230321,419,8
13250118,13250263,420,0
13291288,13291412,421,0
13330613,13330737,422,0
13331181,13331305,423,879
13338835,13338959,424,0
13346346,13346470,425,15
13361950,13362074,426,0
13362226,13362350,427,0
13362974,13363183,428,0
13363628,13363752,429,0
13365519,13365643,430,0
13370729,13370853,431,0
13370981,13371119,432,0
13371511,13371635,433,0
13372261,13372385,434,0
13373970,13374094,435,0
13403119,13403243,436,0
13403426,13403550,437,0
