Index1,Index2,peak_cc,peak_mad_mult,peak_width,peak_prominence,win_id_1,win_id_2,group_idx
4719,4751,0.999999821186,50.4570729401,1634.50348606,4.17232513428e-07,0,0,26
4721,4753,0.999999821186,50.4570729401,1634.50348606,4.17232513428e-07,0,0,26
4800,4768,0.999999821186,50.4570729401,1634.50348606,4.17232513428e-07,0,0,26
8358,8390,0.999997913837,50.4569767009,64.0,5.96046447754e-08,1,1,27
10655,34657,0.99999922514,50.4570428654,111.0,5.96046447754e-08,2,10,7
10986,10954,0.999999284744,50.4570458728,84.0,5.96046447754e-08,3,3,28
11840,11808,0.999999463558,50.4570548953,72.0,5.96046447754e-08,4,4,29
12325,12357,0.999999642372,50.4570639177,6133.04876752,0.116416275501,5,5,30
12329,12361,0.999999642372,50.4570639177,6133.04876752,0.116416275501,5,5,30
12357,12325,0.999999642372,50.4570639177,6133.04876752,0.116416275501,5,5,30
12361,12329,0.999999642372,50.4570639177,6133.04876752,0.116416275501,5,5,30
31075,31041,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,6,6,31
33405,33437,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,7,7,32
33409,33441,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,7,7,32
33412,33380,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,7,7,32
33562,33530,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,7,7,32
33780,33748,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
33893,33925,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
33901,33933,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
33910,33942,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
33925,33893,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
33933,33901,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
33942,33910,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
34016,33984,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
34082,34050,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
34131,34099,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
34167,34199,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
34175,34207,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
34192,34160,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
34201,34169,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
34207,34175,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,8,8,33
34347,34379,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,9,9,34
34379,34347,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,9,9,34
34520,34552,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
34532,34564,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
34539,34571,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
34552,34520,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
34564,34532,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
34571,34539,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
34704,34672,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
34756,34724,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
34765,34733,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
34773,34741,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
34831,34863,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
34863,34831,0.999999940395,50.4570789551,6145.21944781,0.0951763987541,10,10,7
38583,38545,0.999999940395,50.4570789551,6150.93408131,0.0519832968712,11,11,35
40916,40884,0.999999940395,50.4570789551,6150.93408131,0.0519832968712,12,12,36
40922,40954,0.999999940395,50.4570789551,6150.93408131,0.0519832968712,12,12,36
40932,40900,0.999999940395,50.4570789551,6150.93408131,0.0519832968712,12,12,36
40940,40908,0.999999940395,50.4570789551,6150.93408131,0.0519832968712,12,12,36
40954,40922,0.999999940395,50.4570789551,6150.93408131,0.0519832968712,12,12,36
40994,41026,0.999999940395,50.4570789551,6150.93408131,0.0519832968712,12,12,36
41011,41043,0.999999940395,50.4570789551,6150.93408131,0.0519832968712,12,12,36
41026,40994,0.999999940395,50.4570789551,6150.93408131,0.0519832968712,12,12,36
41043,41011,0.999999940395,50.4570789551,6150.93408131,0.0519832968712,12,12,36
43062,43022,0.999999940395,50.4570789551,1237.49308822,0.0920799970627,13,13,37
43845,43813,0.999999761581,50.4570699327,6164.60922169,0.186649024487,14,14,38
43919,43951,0.999999761581,50.4570699327,6164.60922169,0.186649024487,14,14,38
44025,43993,0.999999761581,50.4570699327,6164.60922169,0.186649024487,14,14,38
44131,44099,0.999999761581,50.4570699327,6164.60922169,0.186649024487,14,14,38
44282,44314,0.999999761581,50.4570699327,6164.60922169,0.186649024487,15,15,39
44314,44282,0.999999761581,50.4570699327,6164.60922169,0.186649024487,15,15,39
50008,50040,0.999998867512,50.4570248205,1208.83500303,0.138392686844,16,16,40
50040,50008,0.999998867512,50.4570248205,1208.83500303,0.138392686844,16,16,40
241865,249725,0.895796716213,45.1992883318,113.708420063,0.135716974735,17,34,0
242064,246160,0.932452738285,47.0488442419,187.569938466,0.142826676369,17,25,0
242299,248345,0.941482007504,47.5044348189,250.27042038,0.175568878651,18,30,4
242553,249114,0.915025532246,46.1695182784,83.2806871808,0.131602704525,19,32,0
242951,242374,0.937006235123,47.278600405,160.077884675,0.170635461807,21,18,4
243312,250603,0.959248781204,48.4008943757,1084.10525798,0.339222431183,22,36,0
243683,246041,0.94705748558,47.7857571732,358.570537224,0.097796022892,22,25,0
244381,243885,0.940604925156,47.460179803,334.128511907,0.155932128429,23,22,0
244488,246372,0.929490029812,46.8993546176,117.441773878,0.0564500689507,23,25,0
245465,10630680,0.931396186352,46.9955337144,177.626145406,0.175101876259,24,217,0
245992,246376,0.957406163216,48.3079212488,685.886085473,0.24120503664,25,25,0
246376,245992,0.957406163216,48.3079212488,685.886085473,0.24120503664,25,25,0
246696,248859,0.919776499271,46.409238211,135.641020927,0.225769162178,26,31,0
247081,243357,0.901250660419,45.4744784416,146.938976689,0.164574682713,27,22,0
247542,248850,0.959324121475,48.4046958259,3274.81071319,0.526663541794,28,31,0
247779,11277088,0.952964544296,48.083810119,129.229195906,0.144502162933,28,298,0
248345,242299,0.941482007504,47.5044348189,240.60400518,0.140635490417,30,18,4
248635,248213,0.890560388565,44.9350785184,87.5931629664,0.126243174076,31,29,0
248850,247542,0.959324121475,48.4046958259,3274.81071319,0.526663541794,31,28,0
249155,11277113,0.941375494003,47.4990604585,184.404718749,0.13291656971,32,298,0
249640,243898,0.935113847256,47.1831160353,64.8242302967,0.1033244133,34,22,0
250335,246044,0.919389784336,46.3897257038,140.57743249,0.143382787704,35,25,0
250603,243312,0.959248781204,48.4008943757,765.48823724,0.327194750309,36,22,0
250764,243199,0.941723287106,47.5166090835,155.912000334,0.116820335388,37,22,0
251025,245985,0.928754687309,46.8622513807,222.847166725,0.10267752409,38,25,0
251316,12800783,0.896833658218,45.2516093995,71.3403271064,0.0779865384102,39,415,0
251481,243907,0.934840559959,47.1693267558,296.781270138,0.167137920856,39,22,0
251655,244382,0.91769939661,46.3044336718,93.4932614692,0.0586550235748,40,23,0
251934,243159,0.858375430107,43.3111194316,125.125580436,0.214153528214,41,22,0
252330,10629910,0.891094088554,44.9620074625,118.988351317,0.0966354012489,42,216,0
252407,243281,0.874578535557,44.1286808513,62.5779460183,0.0381877422333,42,22,0
252653,250784,0.930472433567,46.9489238444,942.745345336,0.32453507185,42,37,0
252931,11277277,0.908104419708,45.8202991358,239.056304332,0.13236695528,43,298,0
253027,246375,0.904263734818,45.6265093835,84.0109321851,0.0530777573586,43,25,0
253495,243461,0.876588523388,44.230098972,329.845152209,0.269298434258,44,22,0
253871,245537,0.843268275261,42.5488564813,117.238215345,0.157960474491,45,24,0
254376,248814,0.893316447735,45.0741412219,188.964939242,0.107401788235,46,31,0
254537,248780,0.897911012173,45.3059695363,712.984239718,0.324055790901,47,31,0
254851,248786,0.859654545784,43.3756598761,163.722995659,0.278312444687,48,31,0
255276,248783,0.898771882057,45.3494065186,62.7755094112,0.0565202236176,49,31,0
255577,247565,0.90017080307,45.4199919908,482.294868821,0.226744711399,50,28,0
255846,243239,0.930917441845,46.9713776635,251.736734898,0.365047752857,51,22,0
256126,11277477,0.817647457123,41.2561047605,112.3915593,0.164071321487,52,298,0
256565,246137,0.834228873253,42.0927546333,359.167477108,0.325351417065,53,25,0
257249,248794,0.889591395855,44.8861859738,326.566203966,0.391879141331,54,31,0
257592,245966,0.900959789753,45.4598019565,212.869604088,0.437316894531,56,25,0
257991,246092,0.793544590473,40.0399444425,275.033703991,0.242185771465,57,25,0
258815,251677,0.712972462177,35.9745099611,120.491938709,0.209761440754,58,40,0
259453,243193,0.856341302395,43.2084832829,525.851905126,0.378382891417,59,22,0
259700,245964,0.839876174927,42.3777009967,134.178666344,0.134397447109,60,25,0
260062,246023,0.742927670479,37.4859623616,116.84642446,0.207258582115,61,25,0
260305,247404,0.823305726051,41.5416044996,230.504354362,0.355441600084,62,28,0
260791,11288236,0.646307468414,32.6107889068,107.295505148,0.160055011511,63,324,0
262091,243200,0.821987211704,41.4750761131,214.030745005,0.348528802395,64,22,0
262478,244558,0.724793672562,36.5709737424,137.071182883,0.199257493019,65,23,0
262866,248822,0.687483668327,34.6884198007,117.791010483,0.142279744148,66,31,0
263080,246049,0.752477407455,37.967814223,125.532797638,0.257507264614,67,25,0
263461,243285,0.741080343723,37.3927516441,124.768151714,0.177285790443,68,22,0
263694,11277114,0.776958107948,39.2030389342,326.442757766,0.305815279484,69,298,0
264661,243259,0.628522992134,31.7134361295,89.216141425,0.137418240309,70,22,0
264968,243855,0.732276082039,36.9485142907,129.314207341,0.247417539358,71,22,0
265372,243324,0.764688789845,38.583964945,107.866309621,0.152847111225,72,22,0
265601,250773,0.810869634151,40.9141155913,218.281263499,0.339961737394,73,37,0
266028,2121077,0.735353827477,37.1038083445,243.925699582,0.225008130074,74,105,0
268045,260295,0.675300478935,34.073691615,127.35700731,0.21811902523,75,62,0
268254,249086,0.63795375824,32.1892850678,65.7370275366,0.121171474457,76,32,0
269897,247474,0.655261874199,33.0626020934,139.518429559,0.193485558033,77,28,0
270898,11284895,0.685815930367,34.6042706097,203.115338239,0.231920033693,78,316,0
619999,5398000,0.997642278671,50.3381182242,153.811754555,0.572806447744,79,130,9
620004,5398009,0.995736896992,50.2419782247,74.4882938936,0.105423927307,79,130,9
821408,11276971,0.708308637142,35.7391869591,193.396630645,0.279442638159,80,298,0
822293,10632211,0.684115827084,34.518488359,80.6374132619,0.139506459236,81,220,0
822480,11289853,0.689188539982,34.7744426495,116.451447934,0.222151935101,82,328,0
822775,11276938,0.652160763741,32.9061291088,126.117551672,0.184981554747,83,298,0
845598,10643130,0.633465647697,31.9628281063,106.918877246,0.193936765194,84,248,0
871655,10639721,0.646758496761,32.6335464811,65.4922020677,0.212569892406,85,238,0
937571,17067406,0.624335944653,31.5021699315,71.565564142,0.190129727125,86,602,10
1172534,2508219,0.659503996372,33.2766471996,114.003318169,0.226382434368,87,115,1
1728050,10634003,0.661175489426,33.3609858616,109.796801676,0.233106076717,88,225,0
2048769,13160555,0.736414968967,37.1573504476,149.875243041,0.300010740757,89,441,0
2062578,10629930,0.630166888237,31.7963823299,88.2406085248,0.186048567295,90,216,0
2114675,11275789,0.645665347576,32.578389363,115.04144437,0.179902046919,91,297,0
2117528,11283472,0.662900567055,33.4480282449,108.417308738,0.173364639282,92,311,0
2117769,250510,0.682076454163,34.4155875524,88.2194069307,0.157341837883,93,36,0
2118025,11277990,0.785523414612,39.6352193146,242.600852858,0.291964024305,94,299,0
2118408,10631629,0.709008336067,35.7744917251,62.0166287222,0.104457736015,95,219,0
2118779,247572,0.879296839237,44.3667526868,80.358376109,0.0821079015732,96,28,0
2118933,243258,0.90750849247,45.7902303863,332.920157923,0.320485770702,97,22,0
2119222,243257,0.916471838951,46.2424946943,456.5381751,0.33338201046,98,22,0
2119690,11278047,0.895598769188,45.1893005025,136.754274935,0.208369314671,100,299,0
2119998,11278034,0.915202140808,46.1784294311,233.038019976,0.321718633175,101,299,0
2120287,11278072,0.886496722698,44.7300377967,108.517890231,0.273366332054,102,299,0
2120436,246025,0.853068947792,43.0433698185,100.90642222,0.107192695141,103,25,0
2120610,243286,0.870747685432,43.9353873326,159.441594598,0.160113096237,104,22,0
2121061,243235,0.937256515026,47.2912287986,545.721330021,0.509424388409,105,22,0
2121464,2119273,0.677612304688,34.1903395965,104.36749457,0.180420726538,107,98,0
2122002,2121075,0.890731155872,44.9436949385,385.789816292,0.412178218365,108,105,0
2122701,2120089,0.733712375164,37.0209854506,127.841518227,0.237052112818,109,101,0
2123154,243647,0.624752223492,31.523174147,77.7886429289,0.132041484118,110,22,0
2123381,11276442,0.624541282654,31.5125306879,71.5668570343,0.133699566126,111,298,0
2123649,250342,0.66140127182,33.3723781824,103.691927189,0.194393754005,112,35,0
2157085,10640019,0.625209331512,31.5462384839,78.4622939937,0.181993573904,113,239,0
2501089,13403910,0.637522339821,32.1675169533,128.533103775,0.201637685299,114,453,1
2508204,13403886,0.735676467419,37.1200878145,133.506451701,0.310450732708,115,453,1
2512586,9843229,0.716234624386,36.1391091471,122.604858899,0.259561091661,116,161,1
2518420,13403881,0.647269546986,32.6593325841,98.105352852,0.202021986246,117,453,1
2523038,9847681,0.653250515461,32.9611148007,114.386655133,0.207071185112,118,162,1
2528866,14812978,0.674395799637,34.0280441375,112.993664298,0.230851382017,119,488,1
2822581,244654,0.638390898705,32.2113419001,63.5596860484,0.157488882542,120,23,0
2946919,5737493,0.623545527458,31.4622877863,70.080596616,0.185159921646,121,131,13
2971556,10634620,0.631289243698,31.8530131114,87.5055695572,0.191591143608,122,227,0
2994072,244268,0.642950296402,32.4413958034,83.0351642314,0.213456004858,123,23,0
2994833,11277298,0.627610981464,31.6674187324,75.023795607,0.18024367094,124,298,0
3054274,11284321,0.630282223225,31.8022017968,77.6581154708,0.193312734365,125,314,14
3192415,11287041,0.625963926315,31.5843131357,113.605702313,0.185803353786,126,321,0
3475398,9843212,0.668446958065,33.7278829507,115.796666345,0.231221467257,127,161,1
3612778,3612810,0.998354613781,50.3740605752,133.627086638,0.567244440317,128,128,41
3612810,3612778,0.998354613781,50.3740605752,133.627086638,0.567244440317,128,128,41
3782088,10622586,0.651231586933,32.8592455585,67.5827359902,0.219552069902,129,198,0
5737493,2946919,0.623545527458,31.4622877863,69.7281734794,0.18254455924,131,121,13
5871520,16287239,0.643528997898,32.4705953922,108.62971479,0.193202465773,132,571,1
5879749,9843214,0.730221450329,36.8448435701,133.69484203,0.293672442436,133,161,1
5884305,9843213,0.693255543709,34.9796517899,129.60376194,0.250658512115,134,161,1
5896580,14812957,0.67090088129,33.851700756,125.011284857,0.222960859537,135,488,1
6500954,11275355,0.624822616577,31.5267259767,89.9871898815,0.18567687273,137,296,0
6563189,243157,0.645728588104,32.5815802955,77.7476216983,0.200993210077,138,22,0
6638375,11281898,0.634074628353,31.9935554932,112.12722851,0.185104846954,139,307,0
6739430,244090,0.653697431087,32.9836648591,75.4061996909,0.218313097954,140,22,0
7169983,16287240,0.62987101078,31.7814532168,88.2580998931,0.178030192852,141,571,1
7863585,2508238,0.668376505375,33.7243281136,126.619575883,0.230085015297,142,115,1
7910975,6156807,0.628902852535,31.7326027769,91.4338782895,0.177078485489,143,136,15
8222315,248140,0.623837888241,31.4770394583,94.4354455722,0.172784566879,144,29,0
8396936,11282689,0.622998654842,31.4346941899,63.5005207732,0.174695849419,145,310,0
8688876,11277469,0.755492150784,38.1199293742,125.788068861,0.312929958105,146,298,0
8689312,243730,0.674570262432,34.036847021,105.286565138,0.164716959,147,22,0
8690160,11289544,0.682174026966,34.4205107914,85.7859308608,0.173488616943,148,327,5
8692318,2119516,0.645135045052,32.5516318451,113.482909687,0.126662731171,149,99,11
8692763,10621436,0.699125349522,35.2758250629,102.273812344,0.204037517309,150,194,0
8693582,245015,0.692477107048,34.9403741475,100.939064082,0.190800130367,151,23,0
8695064,16344188,0.667551040649,33.6826775722,69.7758847494,0.158432066441,152,575,16
8698046,12121386,0.64301776886,32.4448002667,111.995453387,0.14631035924,153,382,2
8698359,11268310,0.644876301289,32.5385763898,100.539368242,0.138332664967,154,275,17
8698571,11282882,0.65922999382,33.2628218304,93.1817150507,0.175506532192,155,310,0
8963241,11277187,0.628583073616,31.7164676657,132.618232319,0.179321169853,156,298,0
9417588,10641095,0.626270055771,31.5997595347,66.0806356482,0.178832083941,157,241,0
9705011,2120787,0.637423396111,32.1625245424,97.5394342542,0.155379980803,158,105,0
9705239,246731,0.683764278889,34.500750263,107.99626991,0.23725014925,159,26,0
9835878,13403890,0.727730631828,36.7191641368,122.154963907,0.279123693705,160,453,1
9843221,13403915,0.764621913433,38.5805905565,125.725338945,0.326784998178,161,453,1
9847701,2512587,0.696314513683,35.1339984886,122.368213961,0.23948225379,162,116,1
9888807,10632180,0.678008615971,34.2103363074,76.6017425973,0.227985143661,163,220,0
10278771,10630298,0.654616951942,33.0300611982,112.871595228,0.216033786535,164,217,0
10536794,2508208,0.720048964024,36.3315695948,128.370956929,0.271673262119,166,115,1
10575154,10634865,0.631310760975,31.8540988104,138.048101142,0.180889070034,167,227,0
10603854,11278178,0.692457020283,34.939360628,138.21223278,0.241732060909,168,299,0
10611040,251264,0.631702065468,31.8738428932,124.295202777,0.159274101257,169,39,0
10613418,16122950,0.665539324284,33.5811722347,122.99266257,0.184067457914,170,567,0
10613709,10630201,0.634739935398,32.0271249453,86.7739931308,0.144419014454,171,217,0
10614290,11277468,0.863357305527,43.5624903279,289.510198228,0.365198373795,172,298,0
10614530,246398,0.720101237297,36.3342071516,109.169891905,0.204801082611,173,25,0
10614826,13161211,0.703809976578,35.5121976743,76.6126455665,0.166261732578,174,443,0
10615226,245940,0.862414598465,43.5149240805,298.306015683,0.362830549479,176,25,0
10615493,11278063,0.811444044113,40.9430986419,122.541315641,0.185067713261,177,299,0
10615718,2119720,0.735459506512,37.1091406002,124.321050609,0.209886372089,178,100,0
10616150,10621786,0.739015161991,37.2885486002,152.510021389,0.222673594952,179,195,0
10616339,241971,0.703788995743,35.5111390425,117.720401721,0.194100022316,180,17,0
10616953,252501,0.752594769001,37.9737359441,69.5183652993,0.229484140873,181,42,0
10617129,11278235,0.751924335957,37.939907849,127.907779342,0.18713670969,182,299,0
10617528,11278058,0.862924039364,43.5406289816,277.966299195,0.303730607033,183,299,0
10618165,2121036,0.899830520153,45.4028223078,359.091741798,0.397679448128,184,105,0
10618516,11274185,0.793701410294,40.047857113,117.748052828,0.227654457092,185,292,0
10618770,13161541,0.858532130718,43.3190260871,244.324690849,0.23432379961,186,443,0
10619272,11277477,0.858766674995,43.330860507,333.791567016,0.308929204941,187,298,0
10619645,13161485,0.820836663246,41.4170227953,162.904942529,0.277679920197,188,443,0
10619870,11275668,0.731003284454,36.8842926386,81.5089820512,0.147868216038,189,297,0
10620170,11277095,0.819182813168,41.3335743463,165.982634116,0.23176240921,190,298,0
10620395,255853,0.871026039124,43.9494322476,133.032442639,0.32869797945,191,51,0
10620565,10618738,0.761319696903,38.4139703464,104.645077679,0.163509368896,192,186,0
10620744,10623230,0.74802672863,37.7432459567,122.902906155,0.123879134655,193,200,0
10621366,10640521,0.809195995331,40.8296686602,71.0452026315,0.0951520204544,194,240,0
10621784,243643,0.834199786186,42.0912869847,195.846504409,0.270985305309,195,22,0
10622002,247331,0.83988147974,42.3779686621,102.210861897,0.130540370941,196,28,0
10622174,11278056,0.903471469879,45.5865340065,211.880482813,0.334274291992,197,299,0
10622640,11281751,0.809827327728,40.8615238507,104.901098069,0.169085562229,198,307,0
10622891,11278066,0.84134554863,42.451841306,67.8043078575,0.115369677544,199,299,0
10623050,11278054,0.859010159969,43.3431460482,135.745169932,0.158771634102,200,299,0
10623294,11278056,0.833469629288,42.0544453983,106.14465688,0.116819679737,200,299,0
10623700,10624135,0.850174546242,42.8973267622,86.8865340743,0.14189440012,200,201,0
10623835,10623668,0.804391682148,40.5872570361,76.3074920643,0.0817046165466,200,200,0
10624105,10624350,0.9431245327,47.5873118473,521.598776005,0.446778357029,201,201,0
10624165,11281578,0.89952981472,45.3876495891,80.5888293106,0.0634762644768,201,307,0
10624350,10624105,0.9431245327,47.5873118473,521.598776005,0.446778357029,201,201,0
10624709,10622208,0.744237184525,37.5520366191,81.4293249995,0.110021293163,202,197,0
10625006,11281806,0.861431598663,43.4653247789,384.377777169,0.343366146088,203,307,0
10625243,11281805,0.767106056213,38.7059331523,82.3329802919,0.159905791283,204,307,0
10625571,11281474,0.802586257458,40.4961605746,196.843512522,0.190521717072,205,307,0
10625820,10624342,0.856862425804,43.2347776494,138.496374143,0.271589577198,206,201,0
10626191,10624274,0.745919406414,37.6369166269,118.258804267,0.109600901604,207,201,0
10626791,10624178,0.824026942253,41.5779949646,148.540801885,0.246633827686,209,201,0
10627293,10624152,0.777482032776,39.2294746522,99.7604250964,0.146750748158,210,201,0
10627524,10624388,0.861683487892,43.4780343744,176.85403116,0.345044672489,211,201,0
10628149,10627436,0.73827791214,37.251349124,129.790728474,0.19698870182,212,211,0
10628561,10623631,0.756366252899,38.1640340162,117.446029261,0.201081514359,213,200,0
10628989,245972,0.839639365673,42.3657522928,62.7094322387,0.15651255846,214,25,0
10629262,242048,0.862724542618,43.530562958,116.290126959,0.135002732277,215,17,0
10629919,11276367,0.953253507614,48.0983903648,213.70770265,0.173326730728,216,298,0
10630327,11275899,0.962859153748,48.583063239,138.185523264,0.101680874825,217,297,0
10630494,11276010,0.955051064491,48.1890898395,174.33094399,0.0902669429779,217,297,0
