lower_bound,upper_bound,window_id,group_idx
755238,762738,0,1
870708,878208,1,1
907036,914536,2,1
984994,992494,3,1
1005413,1012913,4,29
1229558,1237061,5,1
1295833,1303333,6,1
1405121,1412621,7,1
1425128,1432628,8,1
1467774,1475274,9,1
1498141,1505641,10,1
1514215,1521715,11,1
1553948,1561453,12,1
1594274,1601777,13,1
1655523,1663023,14,1
1681033,1688533,15,1
1765434,1772962,16,1
1811159,1818659,17,1
1868641,1876141,18,1
1885660,1893160,19,1
1922548,1930048,20,1
1945461,1952961,21,1
1965703,1973203,22,1
1978773,1986345,23,1
1993350,2000850,24,1
2035472,2042972,25,1
2073318,2080818,26,1
2122269,2129774,27,1
2135801,2143301,28,1
2166766,2180331,29,1
2202359,2209859,30,1
2253855,2261355,31,1
2281097,2288597,32,1
2304416,2311916,33,1
2380206,2387706,34,1
2401257,2408757,35,1
2414799,2422302,36,1
2428742,2436242,37,1
2508588,2516088,38,1
2557698,2565198,39,1
2573465,2580965,40,1
2603164,2610664,41,1
2633554,2641065,42,1
2703181,2710707,43,1
2721883,2729383,44,1
2751361,2758878,45,1
2765156,2772656,46,1
2823661,2831163,47,1
2845492,2852992,48,1
2885910,2893410,49,1
2923508,2931012,50,1
2943860,2951362,51,1
2985385,2992885,52,1
3019635,3027135,53,1
3108749,3116249,54,1
3152804,3160304,55,1
3231694,3239194,56,1
3283320,3290820,57,1
3322920,3330420,58,1
3338750,3346250,59,1
3399310,3406822,60,1
3423653,3431153,61,1
3496402,3503902,62,1
3536292,3543792,63,1
3557166,3564751,64,1
3581508,3589008,65,1
3621221,3628721,66,1
3653785,3661285,67,1
3684371,3691871,68,1
3721979,3729479,69,1
3748962,3756462,70,1
3856943,3864531,71,1
3910482,3917982,72,1
3932512,3940012,73,1
3981614,3989114,74,1
4048934,4056437,75,1
4168477,4175977,76,1
4195478,4202978,77,1
4292521,4300024,78,1
4342685,4350185,79,1
5354332,5361911,80,29
5441087,5448587,81,29
5615826,5623326,82,29
5649613,5657113,83,29
5692954,5700454,84,29
5760769,5768278,85,1
5781748,5789250,86,1
5810270,5817777,87,1
5846429,5853929,88,1
5870772,5878272,89,1
5885120,5892620,90,1
5908931,5916431,91,1
5967388,5974953,92,1
7010065,7017565,93,3
7019348,7034523,94,21
7039433,7046933,95,22
7059915,7068445,96,22
7075626,7083126,97,7
7088098,7095598,98,7
7104997,7115536,99,6
7118837,7129459,100,12
7132151,7139651,101,8
7154746,7163685,102,21
7167977,7175477,103,7
7189848,7197348,104,7
7212346,7223260,105,21
7228168,7239185,106,30
7250741,7258241,107,8
7266934,7284267,108,15
7292592,7304643,109,39
7314408,7321908,110,94
7325419,7333235,111,67
7341090,7348590,112,8
7354822,7366788,113,3
7408228,7415728,114,95
7426808,7437524,115,68
7443768,7451268,116,68
7459337,7466837,117,2
7473969,7484042,118,9
7488935,7497362,119,3
7505789,7517716,120,40
7526945,7534445,121,52
7539478,7551764,122,15
7555472,7565078,123,8
7573211,7580711,124,9
7588252,7597856,125,6
7604644,7615983,126,41
7616345,7633106,127,2
7638960,7646460,128,2
7660772,7671325,129,7
7686662,7694162,130,15
7698489,7705989,131,23
7711245,7718745,132,13
7730040,7741453,133,69
7746991,7754491,134,96
7759716,7767216,135,5
7784693,7792193,136,15
7806174,7813674,137,5
7828995,7836495,138,8
7843140,7852181,139,6
7853330,7864667,140,7
7868622,7883792,141,42
7886523,7894023,142,97
7922630,7930130,143,13
7932764,7946705,144,36
7953141,7962916,145,13
7964408,7978738,146,2
7984828,7992328,147,10
7996081,8004318,148,70
8018716,8026216,149,2
8043859,8051359,150,2
8052848,8066050,151,2
8067517,8075036,152,2
8085081,8097686,153,2
8097873,8105373,154,2
8112839,8120339,155,9
8156912,8166420,156,179
8183720,8205021,157,8
8218245,8232202,158,24
8235673,8245504,159,43
8253867,8261367,160,36
8265032,8272829,161,3
8273698,8281198,162,98
8286193,8293693,163,5
8297913,8305413,164,31
8307973,8315473,165,2
8316761,8324586,166,43
8331771,8339271,167,3
8360064,8367564,168,44
8368661,8376161,169,98
8379577,8391302,170,8
8391332,8405523,171,3
8412798,8420298,172,5
8431031,8438531,173,99
8443388,8450888,174,28
8459333,8466833,175,100
8472867,8480367,176,97
8493466,8500966,177,101
8508983,8517920,178,24
8522352,8531260,179,53
8539134,8548910,180,53
8555336,8562881,181,25
8567848,8580097,182,6
8588188,8595688,183,43
8601030,8608535,184,5
8620987,8628487,185,2
8652906,8665811,186,5
8666325,8679904,187,40
8680860,8688360,188,99
8699041,8707805,189,12
8709172,8716672,190,37
8724886,8732386,191,12
8745590,8753090,192,54
8757795,8769738,193,13
8780580,8788080,194,5
8788317,8802852,195,3
8806392,8813892,196,31
8815311,8827353,197,2
8833282,8840782,198,5
8849539,8857039,199,55
8864059,8875158,200,5
8888499,8895999,201,102
8911817,8919317,202,5
8930889,8940567,203,3
8953392,8964343,204,31
8985343,8997109,205,71
9014439,9022022,206,25
9025986,9033486,207,21
9033732,9041232,208,103
