lower_bound,upper_bound,window_id,group_idx
2993,3149,0,320
29006,29313,1,321
29346,29558,2,322
29582,29782,3,323
29801,29970,4,324
30114,30529,5,325
31061,31391,6,326
31538,31703,7,327
32028,32184,8,328
32249,32418,9,329
36533,36818,10,330
53550,53798,11,0
54053,54357,12,0
54443,54567,13,0
54580,54704,14,0
54708,54832,15,0
55334,55516,16,0
55540,55678,17,0
55899,56023,18,0
56087,56359,19,0
56618,56742,20,0
56866,57080,21,0
57150,57385,22,0
57446,57628,23,0
57668,57903,24,0
58223,58375,25,0
59228,59352,26,0
59416,59540,27,0
59890,60014,28,0
60088,60212,29,53
61198,61322,30,0
61385,61509,31,0
61547,61671,32,0
62031,62155,33,0
62386,62510,34,0
62953,63077,35,0
68356,68480,36,0
70700,70824,37,0
71198,71360,38,0
71719,71843,39,0
72871,72995,40,0
73537,73661,41,0
74544,74668,42,0
75517,75641,43,0
76447,76571,44,30
76970,77175,45,0
77209,77333,46,99
77654,77778,47,0
78350,78474,48,0
78787,78911,49,0
80025,80149,50,0
94413,94537,51,0
94817,94941,52,0
100949,101073,53,100
103099,103223,54,0
103435,103559,55,0
312668,312792,56,0
416676,416800,57,101
416840,416964,58,0
739388,739512,59,12
740400,740524,60,0
779011,779135,61,102
808851,808975,62,0
810248,810372,63,0
810602,810806,64,0
813201,813325,65,0
813565,813689,66,0
813894,814018,67,0
814511,814675,68,0
815540,815664,69,0
816204,816328,70,0
818165,818289,71,0
831012,831136,72,0
831256,831380,73,0
831729,831853,74,0
832501,832625,75,0
832841,832965,76,0
833125,833249,77,0
833697,833821,78,0
833895,834019,79,0
834192,834316,80,0
834513,834637,81,0
834907,835031,82,0
835136,835260,83,0
835377,835501,84,0
835591,835715,85,0
836020,836144,86,0
836166,836290,87,0
837026,837150,88,0
837248,837388,89,0
838620,838744,90,0
838931,839055,91,0
839267,839391,92,0
839623,839758,93,0
839967,840091,94,0
841093,841217,95,0
841569,841717,96,0
841954,842078,97,0
842180,842304,98,0
842359,842483,99,0
844051,844175,100,0
844477,844601,101,0
845126,845250,102,0
845388,845512,103,0
1160017,1160141,104,0
1161002,1161126,105,0
1162658,1162782,106,0
1163962,1164086,107,103
3122565,3122689,108,10
3498412,3498536,109,0
3501521,3501645,110,0
3867934,3868058,111,0
3895918,3896042,112,0
3947897,3948021,113,0
3970275,3970401,114,0
3985668,3985792,115,0
3991804,3991928,116,0
4050898,4051022,117,0
4052919,4053043,118,0
4054679,4054803,119,0
4079191,4079315,120,0
4116365,4116489,121,0
4146555,4146679,122,0
4163822,4163946,123,0
4182425,4182549,124,0
4189645,4189769,125,0
4206872,4206996,126,0
4218587,4218711,127,0
4250011,4250135,128,0
4264268,4264392,129,0
4265532,4265668,130,0
4266598,4266722,131,0
4268834,4268958,132,0
4287613,4287737,133,0
4293606,4293844,134,0
4294059,4294183,135,0
4309807,4309931,136,0
4314435,4314559,137,0
4324625,4324749,138,0
4327615,4327739,139,0
4344369,4344493,140,0
4353107,4353231,141,0
4378053,4378177,142,0
4381235,4381542,143,0
